,Unnamed: 0,Subject,Start,End,Location,Start Date,Start Time
313,313,Call: Catch up with Steph!! (w/RT team),2020-05-01 12:00:00,2020-05-01 12:30:00,https://mckinsey.zoom.us/j/97109486387?pwd=Z1pQdVhGZ21MS2YrMHpTdzVDeGRpUT09,2020-05-01,12:00:00
314,314,~Very Important~ Virtual Happy Hour,2020-05-01 15:00:00,2020-05-01 16:00:00,https://mckinsey.zoom.us/j/91803130448?pwd=TlpWRFhpZk90OURseDdhRFNZMWwwZz09,2020-05-01,15:00:00
315,315,[EXT]Project Kickstart Meeting,2020-05-04 05:00:00,2020-05-04 06:00:00,Microsoft Teams Meeting,2020-05-04,05:00:00
316,316,Daily check-in,2020-05-04 06:00:00,2020-05-04 06:30:00,https://mckinsey.zoom.us/j/95978676874?pwd=bUFQRTlnK2w4bEJFV2ZTbWJBdHZmUT09,2020-05-04,06:00:00
317,317,Store closure PS w/team (Rushan optional),2020-05-04 07:30:00,2020-05-04 08:00:00,https://mckinsey.zoom.us/j/95845796810?pwd=Skl5ZmRkazF0MkVMUGcwTkpWYTQzUT09,2020-05-04,07:30:00
318,318,PS - Financing team ,2020-05-04 08:30:00,2020-05-04 09:00:00,https://mckinsey.zoom.us/j/91515800222?pwd=c2JLRWo5Wklzc3o4RS9DTW5kRExsdz09,2020-05-04,08:30:00
319,319,Refining assumptions for 2020 Real Estate payments,2020-05-04 10:00:00,2020-05-04 10:30:00,https://mckinsey.zoom.us/j/99870490505?pwd=Um1ZclRBOWtlMWk1THhCZTR6QTFkQT09,2020-05-04,10:00:00
320,320,Team connect,2020-05-04 12:30:00,2020-05-04 13:00:00,https://mckinsey.zoom.us/j/99534509881?pwd=bFRDOW9OdE94SS9XdFNMa29pT2pLUT09,2020-05-04,12:30:00
321,321,Team check-out,2020-05-04 15:20:00,2020-05-04 15:50:00,https://mckinsey.zoom.us/j/93751242312?pwd=MEt4UXpuaUlGUTVKZm1ycUl3MUFoUT09,2020-05-04,15:20:00
322,322,[EXT]Project Kickstart Meeting,2020-05-05 05:00:00,2020-05-05 06:00:00,Microsoft Teams Meeting,2020-05-05,05:00:00
323,323,Daily check-in,2020-05-05 06:00:00,2020-05-05 06:30:00,https://mckinsey.zoom.us/j/95978676874?pwd=bUFQRTlnK2w4bEJFV2ZTbWJBdHZmUT09,2020-05-05,06:00:00
324,324,PS - Financing team w/Steve (Ojas optional),2020-05-05 10:30:00,2020-05-05 11:00:00,https://mckinsey.zoom.us/j/98253718365?pwd=eFNtNTVRN2VjaW9zd2l0Sy92K2J3UT09,2020-05-05,10:30:00
325,325,Team check-out,2020-05-05 15:00:00,2020-05-05 15:30:00,https://mckinsey.zoom.us/j/94453095567?pwd=L3lsRWYrMXZnc2daMGJwVTB3cVdvdz09,2020-05-05,15:00:00
326,326,Daily check-in,2020-05-06 06:00:00,2020-05-06 06:30:00,https://mckinsey.zoom.us/j/95978676874?pwd=bUFQRTlnK2w4bEJFV2ZTbWJBdHZmUT09,2020-05-06,06:00:00
327,327,PS - Financing,2020-05-06 08:00:00,2020-05-06 08:30:00,https://mckinsey.zoom.us/j/97585850875?pwd=ZGp0R08wNk1wRGkzVHhwd0RkMjRxUT09,2020-05-06,08:00:00
328,328,Model Updates Going Forward,2020-05-06 09:30:00,2020-05-06 10:00:00,https://mckinsey.zoom.us/j/93596026078?pwd=cG5FQW5xVlAvSFRIWFVGcVViUFFCdz09,2020-05-06,09:30:00
329,329,ROF Reconvene ,2020-05-06 10:30:00,2020-05-06 11:00:00,https://mckinsey.zoom.us/j/91148551418?pwd=bzJHYUVtU2Vzbmo5dk5GTitWMTIrUT09,2020-05-06,10:30:00
330,330,Streamline Qs,2020-05-06 12:30:00,2020-05-06 13:00:00,Microsoft Teams Meeting ,2020-05-06,12:30:00
331,331,Team connect,2020-05-06 13:30:00,2020-05-06 14:00:00,https://mckinsey.zoom.us/j/95013999747?pwd=R0c5M3RRWXFlQ0hOMlozcU92dS9VQT09,2020-05-06,13:30:00
332,332,[EXT]Project Kickstart Meeting,2020-05-07 05:00:00,2020-05-07 06:00:00,Microsoft Teams Meeting,2020-05-07,05:00:00
333,333,Daily check-in,2020-05-07 06:00:00,2020-05-07 06:30:00,https://mckinsey.zoom.us/j/95978676874?pwd=bUFQRTlnK2w4bEJFV2ZTbWJBdHZmUT09,2020-05-07,06:00:00
334,334,Capex in 3-Statement Model,2020-05-07 08:30:00,2020-05-07 09:00:00,https://mckinsey.zoom.us/j/93383801610?pwd=NGhpZHNLZDFPMG1mY05GbHgrdGRuQT09,2020-05-07,08:30:00
335,335,Interest expense discussion,2020-05-07 09:30:00,2020-05-07 10:00:00,https://mckinsey.zoom.us/j/96550044972?pwd=MUZobnBSdlhsbWt1K2J4UUV5YkxyQT09,2020-05-07,09:30:00
336,336,TBR Call: “PE / SW checkin” ,2020-05-07 10:00:00,2020-05-07 10:30:00,https://mckinsey.zoom.us/j/99570915301?pwd=YitpdkJkemwwRStUdTIrSXBFbWc0Zz09,2020-05-07,10:00:00
337,337,Feedback session (Rafa - Kevin),2020-05-07 11:00:00,2020-05-07 11:30:00,https://mckinsey.zoom.us/j/96610877005?pwd=TTZsSzRtZnIveVBrYjB1UDlKWEcyQT09,2020-05-07,11:00:00
338,338,Daily check-in,2020-05-08 06:30:00,2020-05-08 07:00:00,https://mckinsey.zoom.us/j/93519987127?pwd=L2xBS3NvRXcrczV0NFREZGZLcVBPdz09,2020-05-08,06:30:00
339,339,PS - Financing team w/Steve (Ojas optional) ,2020-05-08 08:00:00,2020-05-08 08:30:00,https://mckinsey.zoom.us/j/98704954319?pwd=d3U3RGtWSzd3K09sWXFyU09GNnkxUT09,2020-05-08,08:00:00
340,340,SG&A in latest ROF,2020-05-08 08:30:00,2020-05-08 09:00:00,https://mckinsey.zoom.us/j/97969450478?pwd=T1VDWnpOUnhxYllKL0k5d251UFpvUT09,2020-05-08,08:30:00
341,341,[EXT]Project Kickstart Meeting,2020-05-08 10:00:00,2020-05-08 11:00:00,Microsoft Teams Meeting,2020-05-08,10:00:00
342,342,Update on three statement model,2020-05-08 12:30:00,2020-05-08 13:30:00,https://mckinsey.zoom.us/j/94562647693?pwd=YW9IaUJxcjZHdWtORjQyK0JndjFOUT09,2020-05-08,12:30:00
343,343,~Very Important~ Virtual Happy Hour,2020-05-08 15:00:00,2020-05-08 16:00:00,https://mckinsey.zoom.us/j/93122783830?pwd=cmltcHdmM2ViU2lmSTR1TlR2dkludz09,2020-05-08,15:00:00
344,344,Daily check-in,2020-05-11 06:00:00,2020-05-11 06:30:00,https://mckinsey.zoom.us/j/95978676874?pwd=bUFQRTlnK2w4bEJFV2ZTbWJBdHZmUT09,2020-05-11,06:00:00
345,345,[EXT]3 statement reconciliation to OneStream,2020-05-11 09:00:00,2020-05-11 10:00:00,Microsoft Teams Meeting,2020-05-11,09:00:00
346,346,PS - Financing team w/Steve ,2020-05-11 10:00:00,2020-05-11 10:30:00,https://mckinsey.zoom.us/j/96348520495?pwd=OWZkWDU1Y1RaOUtva0JLM2lvaXlyZz09,2020-05-11,10:00:00
347,347,Call: “PE / SW checkin” ,2020-05-11 13:30:00,2020-05-11 14:00:00,https://mckinsey.zoom.us/j/99570915301?pwd=YitpdkJkemwwRStUdTIrSXBFbWc0Zz09,2020-05-11,13:30:00
348,348,Daily check-in,2020-05-12 06:00:00,2020-05-12 06:30:00,https://mckinsey.zoom.us/j/95978676874?pwd=bUFQRTlnK2w4bEJFV2ZTbWJBdHZmUT09,2020-05-12,06:00:00
349,349,PS - Financing team w/Steve & Ojas,2020-05-12 08:00:00,2020-05-12 08:30:00,https://mckinsey.zoom.us/j/97924969560?pwd=V3JqNHVYaDhkZUg5K2ppY2N1UDA0UT09,2020-05-12,08:00:00
350,350,[EXT]Project Kickstart Meeting,2020-05-12 09:00:00,2020-05-12 10:00:00,Microsoft Teams Meeting,2020-05-12,09:00:00
351,351,3 statement reconciliation to OneStream,2020-05-12 10:00:00,2020-05-12 11:00:00,https://mckinsey.zoom.us/j/93749394791?pwd=MndOdTFwcnJ4Q2VMTFZhT3pEdzNDZz09,2020-05-12,10:00:00
352,352,Team connect,2020-05-12 14:30:00,2020-05-12 15:00:00,https://mckinsey.zoom.us/j/92728569970?pwd=eTlSeXVWQWJTVzNDMmRCTUV0ei9TZz09,2020-05-12,14:30:00
353,353,Daily check-in,2020-05-13 06:00:00,2020-05-13 06:30:00,https://mckinsey.zoom.us/j/95978676874?pwd=bUFQRTlnK2w4bEJFV2ZTbWJBdHZmUT09,2020-05-13,06:00:00
354,354,"Quick PS on rev and GM across banners (2019, 2020, 2022)",2020-05-13 08:30:00,2020-05-13 09:00:00,https://mckinsey.zoom.us/j/3318977126?pwd=NXFhdTd3OXBQNDdRbGQ5OFVCOGpsQT09,2020-05-13,08:30:00
355,355,PS - Financing team,2020-05-13 11:00:00,2020-05-13 11:15:00,https://mckinsey.zoom.us/j/97610417900?pwd=aVdETmN2aFAyZzFUMUxYMTM5THE0Zz09,2020-05-13,11:00:00
356,356,1:1 Review Follow Up with Kevin,2020-05-13 13:00:00,2020-05-13 13:30:00,Kevin to call Ravi +1 917 432 9337,2020-05-13,13:00:00
357,357,Double dip scenario in 3 statement model,2020-05-13 14:00:00,2020-05-13 15:00:00,https://mckinsey.zoom.us/j/99465158111?pwd=aDl6ZURGQkh6UUljeGNNYW5keUNOQT09,2020-05-13,14:00:00
358,358,[EXT]Project Kickstart Meeting,2020-05-14 05:00:00,2020-05-14 06:00:00,Microsoft Teams Meeting,2020-05-14,05:00:00
359,359,Daily check-in,2020-05-14 06:00:00,2020-05-14 06:30:00,https://mckinsey.zoom.us/j/95978676874?pwd=bUFQRTlnK2w4bEJFV2ZTbWJBdHZmUT09,2020-05-14,06:00:00
360,360,cc: w/ Kevin & Ojas re: Catch up,2020-05-14 06:30:00,2020-05-14 07:00:00,Ojas to call Kevin on mobile +1-646-662-8035 ,2020-05-14,06:30:00
361,361,3S model - down 12 with 150 store closures,2020-05-14 11:30:00,2020-05-14 12:00:00,https://mckinsey.zoom.us/j/6244739234?pwd=Mlo0QTV5ZWwxNktiWldTc3FyRUlEUT09,2020-05-14,11:30:00
362,362,Team connect,2020-05-14 15:00:00,2020-05-14 15:30:00,https://mckinsey.zoom.us/j/97120113262?pwd=Mzg2dHlxM0x5RXlhVmxSVEV4NHdKUT09,2020-05-14,15:00:00
363,363,Daily check-in,2020-05-15 07:00:00,2020-05-15 07:30:00,https://mckinsey.zoom.us/j/91160599387?pwd=Y0QxZWY0bTVWcGphYVNyMndRaWlVQT09,2020-05-15,07:00:00
364,364,PS - Financing team,2020-05-15 08:00:00,2020-05-15 08:30:00,https://mckinsey.zoom.us/j/92902069412?pwd=dnJDanlDY2lTamtPdlhxOGRtaUYrQT09,2020-05-15,08:00:00
365,365,[AAM] Pod meet-up,2020-05-15 13:00:00,2020-05-15 14:00:00,https://mckinsey.zoom.us/j/98390555584?pwd=YmhBQTdIRFBQYnVRRUJkN2wyRm5MUT09,2020-05-15,13:00:00
366,366,Virtual Happy Hour,2020-05-15 15:00:00,2020-05-15 16:00:00,https://mckinsey.zoom.us/j/93258195675?pwd=ZG5rclZSVHRyUXo4Q3hWM2hLMVFrQT09,2020-05-15,15:00:00
367,367,Daily check-in,2020-05-18 06:30:00,2020-05-18 07:00:00,https://mckinsey.zoom.us/j/95978676874?pwd=bUFQRTlnK2w4bEJFV2ZTbWJBdHZmUT09,2020-05-18,06:30:00
368,368,Call: 3-Statement Model Update Request,2020-05-18 14:00:00,2020-05-18 14:30:00,https://mckinsey.zoom.us/j/92161331270?pwd=ejZld2FOcVBRYjNxY21UV2VzbzRidz09,2020-05-18,14:00:00
369,369,Daily check-in,2020-05-19 06:00:00,2020-05-19 06:30:00,https://mckinsey.zoom.us/j/95978676874?pwd=bUFQRTlnK2w4bEJFV2ZTbWJBdHZmUT09,2020-05-19,06:00:00
370,370,Team connect,2020-05-19 10:30:00,2020-05-19 11:00:00,https://mckinsey.zoom.us/j/91693211509?pwd=V3FEb3dna1ViL25IWFZCQ0NhMStuUT09,2020-05-19,10:30:00
371,371,Discuss ABL Cash Management,2020-05-19 12:00:00,2020-05-19 13:00:00,https://mckinsey.zoom.us/j/97407636156?pwd=cDkxT1d6dVdzRE9PUnZ2YXpMdno1QT09,2020-05-19,12:00:00
372,372,"Post SAR Feedback [Kevin, Caitlin]",2020-05-19 14:00:00,2020-05-19 14:30:00,Caitlin to call Kevin +1 646 662 8035,2020-05-19,14:00:00
373,373,Team check-out,2020-05-19 15:00:00,2020-05-19 15:30:00,https://mckinsey.zoom.us/j/97271538810?pwd=TUFVUGRPdVBONHY5UWR4RXRrbUtKQT09,2020-05-19,15:00:00
374,374,Daily check-in,2020-05-20 07:00:00,2020-05-20 07:30:00,https://mckinsey.zoom.us/j/95978676874?pwd=bUFQRTlnK2w4bEJFV2ZTbWJBdHZmUT09,2020-05-20,07:00:00
375,375,PE SW: Mona + Kevin ,2020-05-20 07:30:00,2020-05-20 08:00:00,https://mckinsey.zoom.us/j/96048729494?pwd=bmt3d1B6WkpPY25rNlNKdUxmejBnZz09,2020-05-20,07:30:00
376,376,PS - Financing team,2020-05-20 14:00:00,2020-05-20 14:30:00,https://mckinsey.zoom.us/j/97903443047?pwd=YXJuQkxMSUFveHc5ZTZ4bU90MlBvQT09,2020-05-20,14:00:00
377,377,S&CF ITP Americas Connectivity session ,2020-05-20 17:30:00,2020-05-20 18:15:00,https://mckinsey.zoom.us/j/921600837?pwd=VG51UUdETmRQYnBWdXg2R2pzOFJPUT09,2020-05-20,17:30:00
378,378,[EXT]Project Kickstart meeting,2020-05-21 06:00:00,2020-05-21 06:30:00,Microsoft Teams Meeting,2020-05-21,06:00:00
379,379,Daily check-in,2020-05-21 06:30:00,2020-05-21 07:00:00,https://mckinsey.zoom.us/j/95978676874?pwd=bUFQRTlnK2w4bEJFV2ZTbWJBdHZmUT09,2020-05-21,06:30:00
380,380,13 Week - 3 Statement Model Discussion,2020-05-21 09:30:00,2020-05-21 10:00:00,Microsoft Teams Meeting,2020-05-21,09:30:00
381,381,Call: “PE / SW checkin” ,2020-05-21 10:00:00,2020-05-21 10:30:00,https://mckinsey.zoom.us/j/99570915301?pwd=YitpdkJkemwwRStUdTIrSXBFbWc0Zz09,2020-05-21,10:00:00
382,382,Kevin/Antoine Intro ,2020-05-21 11:00:00,2020-05-21 11:15:00,Kevin to call Antoine: 646-200-2456,2020-05-21,11:00:00
383,383,PS - Financing team,2020-05-21 14:00:00,2020-05-21 14:30:00,https://mckinsey.zoom.us/j/95183953610?pwd=Smkvck1lOVIyeW9WOVVIdTZIVndzdz09,2020-05-21,14:00:00
384,384,NY community Virtual Chat with Nick Malik,2020-05-21 14:15:00,2020-05-21 15:00:00,https://mckinsey.zoom.us/j/99347489014?pwd=dUlPSVZlbVpFZ1VGZEVQRWlqVnA0UT09,2020-05-21,14:15:00
385,385,ABL Cash Management Structure - Daily Update,2020-05-22 12:30:00,2020-05-22 12:45:00,https://mckinsey.zoom.us/j/95093791569?pwd=eXV4RGNGY25qK2lpNUQxUktsUXRhUT09,2020-05-22,12:30:00
386,386,Virtual Happy Hour,2020-05-22 15:00:00,2020-05-22 16:00:00,https://mckinsey.zoom.us/j/93258195675?pwd=ZG5rclZSVHRyUXo4Q3hWM2hLMVFrQT09,2020-05-22,15:00:00
387,387,"[Parade] Model Review: Discuss sales, receipts, payment terms",2020-05-23 09:30:00,2020-05-23 10:15:00,https://mckinsey.zoom.us/j/97986344145?pwd=eE9sOVhtcUIza2xXaEFUNHVKM0VuQT09,2020-05-23,09:30:00
388,388,[EXT]Project Kickstart meeting,2020-05-26 05:00:00,2020-05-26 06:00:00,Microsoft Teams Meeting,2020-05-26,05:00:00
389,389,Daily check-in,2020-05-26 06:45:00,2020-05-26 07:00:00,https://mckinsey.zoom.us/j/98988907526?pwd=dm5MQjdIdGUwQ1RTdWFMNEQ1QzcrQT09,2020-05-26,06:45:00
390,390,PS - Double dip scenario,2020-05-26 11:00:00,2020-05-26 11:30:00,https://mckinsey.zoom.us/j/93433404514?pwd=Tjdyd1UwK054M3cvU285bXJSbzlDdz09,2020-05-26,11:00:00
391,391,ABL Cash Management Structure - Daily Update,2020-05-26 12:30:00,2020-05-26 13:00:00,https://mckinsey.zoom.us/j/95093791569?pwd=eXV4RGNGY25qK2lpNUQxUktsUXRhUT09,2020-05-26,12:30:00
392,392,Team check-out,2020-05-26 15:15:00,2020-05-26 15:45:00,https://mckinsey.zoom.us/j/92101768817?pwd=aDVkTmRQRjhmdnVaaFo0eWlSempHUT09,2020-05-26,15:15:00
393,393,Daily check-in,2020-05-27 07:00:00,2020-05-27 07:30:00,https://mckinsey.zoom.us/j/93059525668?pwd=NGxOVXNDa2dPcXBGdC94NjBpR2Ridz09,2020-05-27,07:00:00
394,394,PS - Financing team,2020-05-27 09:30:00,2020-05-27 10:00:00,https://mckinsey.zoom.us/j/98082443180?pwd=ZnRpRUF5ZHkzVzZDZzhIblNrUTlzQT09,2020-05-27,09:30:00
395,395,Discussion on next steps,2020-05-27 10:30:00,2020-05-27 11:00:00,https://mckinsey.zoom.us/j/94936866456?pwd=V0czWEc3cm5za3NYWTJIQUlVemtlQT09,2020-05-27,10:30:00
396,396,ABL Cash Management Structure - Daily Update,2020-05-27 12:00:00,2020-05-27 12:30:00,https://mckinsey.zoom.us/j/92952328406?pwd=Q0JXVU9MQ3V5alFXcmt1UFRaOXZndz09,2020-05-27,12:00:00
397,397,Team check-out,2020-05-27 15:00:00,2020-05-27 15:30:00,https://mckinsey.zoom.us/j/94366134220?pwd=QmE3RG5tSmJyR2JXZkZvNG9mbkcyQT09,2020-05-27,15:00:00
398,398,Daily check-in,2020-05-28 07:00:00,2020-05-28 07:30:00,https://mckinsey.zoom.us/j/93059525668?pwd=NGxOVXNDa2dPcXBGdC94NjBpR2Ridz09,2020-05-28,07:00:00
399,399,[EXT]Project Kickstart meeting,2020-05-28 09:00:00,2020-05-28 10:00:00,Microsoft Teams Meeting,2020-05-28,09:00:00
400,400,Confirmed Call: “Team PE / SW checkin” ,2020-05-28 10:00:00,2020-05-28 10:30:00,https://mckinsey.zoom.us/j/99570915301?pwd=YitpdkJkemwwRStUdTIrSXBFbWc0Zz09,2020-05-28,10:00:00
401,401,PS - Financing team,2020-05-28 11:00:00,2020-05-28 11:30:00,https://mckinsey.zoom.us/j/92488710468?pwd=a2hvVXNhS0J2VUtMWWVrc3NhaWYrQT09,2020-05-28,11:00:00
402,402,Internal PS - Latest ROF and receipts,2020-05-28 11:30:00,2020-05-28 12:00:00,https://mckinsey.zoom.us/j/93448675082?pwd=cndWZXNSU0ZzaVRqWFNGOXUwT0c0Zz09,2020-05-28,11:30:00
403,403,ABL Cash Management Structure - Daily Update,2020-05-28 12:00:00,2020-05-28 12:30:00,https://mckinsey.zoom.us/j/92952328406?pwd=Q0JXVU9MQ3V5alFXcmt1UFRaOXZndz09,2020-05-28,12:00:00
404,404,"Call: Introduction (Bertil Chappuis, Kevin Zhang)",2020-05-28 15:15:00,2020-05-28 15:30:00, Kevin to call Bertil's mobile: +1 650 868 0561,2020-05-28,15:15:00
405,405,Team check-out,2020-05-28 15:40:00,2020-05-28 16:00:00,https://mckinsey.zoom.us/j/93484644422?pwd=UGRtWGhQNjFhTC9qUXc3SXp6THM1UT09,2020-05-28,15:40:00
406,406,Daily check-in,2020-05-29 07:00:00,2020-05-29 07:30:00,https://mckinsey.zoom.us/j/93059525668?pwd=NGxOVXNDa2dPcXBGdC94NjBpR2Ridz09,2020-05-29,07:00:00
407,407,You are confirmed! Strategy & Corporate Finance Introductory Training Program,2020-05-29 08:00:00,2020-05-29 13:00:00,Virtual Meeting,2020-05-29,08:00:00
408,408,Virtual S&CF ITP Americas - full session,2020-05-29 08:00:00,2020-05-29 13:00:00,https://mckinsey.zoom.us/j/579149680?pwd=ajBvMGFFN25NbVhNNk5LVW9aVS9mdz09,2020-05-29,08:00:00
409,409,TMT L1 WebEx #5: Introduction to Operators GSL - Americas ,2020-05-29 11:00:00,2020-05-29 12:00:00,see below for WebEx and dial in details,2020-05-29,11:00:00
410,410,[AAM] Pod meet up,2020-05-29 11:30:00,2020-05-29 12:30:00,https://mckinsey.zoom.us/j/95943075980?pwd=MmxtZDk0bGRmQ0dXdU16d29JbzdKUT09,2020-05-29,11:30:00
411,411,Kevin/ Caitlin Connect on Staffing,2020-05-29 14:45:00,2020-05-29 15:00:00,Caitlin to call Kevin +1 646 662 8035,2020-05-29,14:45:00
412,412,Virtual Happy Hour,2020-05-29 15:00:00,2020-05-29 16:00:00,https://mckinsey.zoom.us/j/93258195675?pwd=ZG5rclZSVHRyUXo4Q3hWM2hLMVFrQT09,2020-05-29,15:00:00
413,413,Daily check-in,2020-06-01 06:45:00,2020-06-01 07:00:00,https://mckinsey.zoom.us/j/93059525668?pwd=NGxOVXNDa2dPcXBGdC94NjBpR2Ridz09,2020-06-01,06:45:00
414,414,PS - P&L projections (Macy's),2020-06-01 07:00:00,2020-06-01 08:00:00,https://mckinsey.zoom.us/j/94068141779?pwd=ZlYxZ3dtWXp6R1ZHRnVaSzdLajd5Zz09; https://mckinsey.zoom.us/j/92994089282?pwd=ZmxudXVuaGNoUnVqTUIrQXZ2OThSQT09,2020-06-01,07:00:00
415,415,Model walkthrough (three statement),2020-06-01 11:00:00,2020-06-01 12:00:00,https://mckinsey.zoom.us/j/96515037522?pwd=anF3Y3c0RUZsdEhXaXo2SlhnOGJ1UT09,2020-06-01,11:00:00
416,416,ABL Cash Management Structure - Daily Update,2020-06-01 12:00:00,2020-06-01 12:30:00,https://mckinsey.zoom.us/j/92952328406?pwd=Q0JXVU9MQ3V5alFXcmt1UFRaOXZndz09,2020-06-01,12:00:00
417,417,Kevin Zhang and andrew.reynolds,2020-06-01 13:30:00,2020-06-01 14:00:00,,2020-06-01,13:30:00
418,418,Discuss revenue projections,2020-06-01 14:40:00,2020-06-01 15:00:00,https://mckinsey.zoom.us/j/97542639404?pwd=WGFEb2Q4SmRYNHZId0ZtS0ZZRlB1UT09,2020-06-01,14:40:00
419,419,Daily check-in,2020-06-02 07:00:00,2020-06-02 07:30:00,https://mckinsey.zoom.us/j/93059525668?pwd=NGxOVXNDa2dPcXBGdC94NjBpR2Ridz09,2020-06-02,07:00:00
420,420,[EXT]Model Working Session,2020-06-02 08:00:00,2020-06-02 09:30:00,Microsoft Teams Meeting,2020-06-02,08:00:00
421,421,ABL Cash Management Structure - Daily Update,2020-06-02 12:00:00,2020-06-02 12:30:00,https://mckinsey.zoom.us/j/92952328406?pwd=Q0JXVU9MQ3V5alFXcmt1UFRaOXZndz09,2020-06-02,12:00:00
422,422,PS - Three statement team,2020-06-02 14:00:00,2020-06-02 14:30:00,https://mckinsey.zoom.us/j/94068141779?pwd=ZlYxZ3dtWXp6R1ZHRnVaSzdLajd5Zz09,2020-06-02,14:00:00
423,423,Daily check-in,2020-06-03 07:00:00,2020-06-03 07:30:00,https://mckinsey.zoom.us/j/93059525668?pwd=NGxOVXNDa2dPcXBGdC94NjBpR2Ridz09,2020-06-03,07:00:00
424,424,PS - Three statement team,2020-06-03 12:30:00,2020-06-03 13:00:00,https://mckinsey.zoom.us/j/97740917561?pwd=bGFFQmFSSXBlVVBZWjN6d2ttNDFTdz09,2020-06-03,12:30:00
425,425,Kevin/James Intro ,2020-06-03 14:00:00,2020-06-03 14:15:00,Kevin to call James: 646-284-2807 ,2020-06-03,14:00:00
426,426,Revenue scenario refresh (w/McK),2020-06-03 15:00:00,2020-06-03 16:00:00,Teams link below; https://mckinsey.zoom.us/j/97010892639?pwd=T0lNd0VXRkU4clA5T0lvN0ZNOHJZdz09,2020-06-03,15:00:00
427,427,Daily check-in,2020-06-04 07:00:00,2020-06-04 07:30:00,https://mckinsey.zoom.us/j/93059525668?pwd=NGxOVXNDa2dPcXBGdC94NjBpR2Ridz09,2020-06-04,07:00:00
428,428,[EXT]model touch base,2020-06-04 08:00:00,2020-06-04 08:30:00,Microsoft Teams Meeting,2020-06-04,08:00:00
429,429,[EXT]Model working session,2020-06-04 09:30:00,2020-06-04 11:00:00,Microsoft Teams Meeting,2020-06-04,09:30:00
430,430,Call: “PE / SW checkin” ,2020-06-04 10:00:00,2020-06-04 10:30:00,https://mckinsey.zoom.us/j/99570915301?pwd=YitpdkJkemwwRStUdTIrSXBFbWc0Zz09,2020-06-04,10:00:00
431,431,PS - Consolidated file for each scenario,2020-06-04 12:00:00,2020-06-04 12:30:00,https://mckinsey.zoom.us/j/98214950708?pwd=NXUvamZMYkNHQlVaOEdhb1R3V0MyZz09,2020-06-04,12:00:00
432,432,ABL Cash Management Structure - Daily Update,2020-06-04 12:00:00,2020-06-04 12:30:00,Microsoft Teams,2020-06-04,12:00:00
433,433,Daily check-in,2020-06-05 07:00:00,2020-06-05 07:30:00,https://mckinsey.zoom.us/j/93059525668?pwd=NGxOVXNDa2dPcXBGdC94NjBpR2Ridz09,2020-06-05,07:00:00
434,434,PS - Three statement team w/Steve (Ojas optional),2020-06-05 10:00:00,2020-06-05 10:30:00,https://mckinsey.zoom.us/j/97522518821?pwd=dWQ2U3N0cndPaWZPbktwVHh2blRGZz09,2020-06-05,10:00:00
435,435,[EXT]Model touch base Friday 3pm,2020-06-05 12:00:00,2020-06-05 13:00:00,,2020-06-05,12:00:00
436,436,CALL re: NEO S&CF Hub (Kevin Zhang & Jon Godsall),2020-06-05 13:15:00,2020-06-05 13:30:00,Jon to call Kevin:  +1 646 662 8035,2020-06-05,13:15:00
437,437,[EXT]Review 3-Statement Model,2020-06-05 13:30:00,2020-06-05 14:00:00,Microsoft Teams Meeting,2020-06-05,13:30:00
438,438,Virtual Happy Hour,2020-06-05 15:00:00,2020-06-05 16:00:00,https://mckinsey.zoom.us/j/93258195675?pwd=ZG5rclZSVHRyUXo4Q3hWM2hLMVFrQT09,2020-06-05,15:00:00
439,439,Team check-in,2020-06-08 08:15:00,2020-06-08 08:30:00,https://mckinsey.zoom.us/j/94506585316?pwd=TkZtOVVyMVBtMi9TWFh1dWNodUF6UT09,2020-06-08,08:15:00
440,440,[Hendricks] McKinsey / Nuance working team kickoff,2020-06-08 09:00:00,2020-06-08 09:30:00,https://mckinsey.zoom.us/j/93537391726?pwd=VnRTZm9qaTNqN2I2QkprS2wwdWRvQT09,2020-06-08,09:00:00
441,441,1:1 Project Hendricks (David G + McKinsey),2020-06-08 10:00:00,2020-06-08 10:30:00,https://mckinsey.zoom.us/j/97945916281?pwd=U1kybHltWS93ZWdXUEt4OVV5Rjh0Zz09,2020-06-08,10:00:00
442,442,[EXT]Kevin & Andrew to connect,2020-06-08 13:30:00,2020-06-08 14:00:00,Andrew to call Kevin,2020-06-08,13:30:00
443,443,1:1 Project Hendricks (Brad M + McKinsey),2020-06-09 07:00:00,2020-06-09 07:30:00,https://mckinsey.zoom.us/j/91694390681?pwd=YjFTaVlNOXNBY0h3dmd5ek5LU3V5Zz09,2020-06-09,07:00:00
444,444,Team check-in,2020-06-09 08:15:00,2020-06-09 08:30:00,https://mckinsey.zoom.us/j/94506585316?pwd=TkZtOVVyMVBtMi9TWFh1dWNodUF6UT09,2020-06-09,08:15:00
445,445,Hendricks PSS,2020-06-09 09:00:00,2020-06-09 10:00:00,https://mckinsey.zoom.us/j/99029519921?pwd=WE8wazBLU0JhTmdjWGNoV2FNNzJvUT09,2020-06-09,09:00:00
446,446,Unbundling segmentation approach,2020-06-09 11:00:00,2020-06-09 11:30:00,https://mckinsey.zoom.us/j/96120650647?pwd=eFV3MkJUL0hhdmN2ZzQ0SStDdmgzUT09,2020-06-09,11:00:00
